iso,country,indicator,nutrients,time,unit,value,datetime
ISL,Iceland,Balance per hectare,Phosphorus,1990,Kilograms,2.128,1990-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1991,Kilograms,1.996,1991-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1992,Kilograms,1.836,1992-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1993,Kilograms,1.873,1993-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1994,Kilograms,1.855,1994-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1995,Kilograms,1.747,1995-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1996,Kilograms,1.763,1996-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1997,Kilograms,1.768,1997-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1998,Kilograms,1.846,1998-01-01
ISL,Iceland,Balance per hectare,Phosphorus,1999,Kilograms,1.915,1999-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2000,Kilograms,1.818,2000-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2001,Kilograms,1.81,2001-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2002,Kilograms,1.633,2002-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2003,Kilograms,1.285,2003-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2004,Kilograms,1.694,2004-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2005,Kilograms,1.549,2005-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2006,Kilograms,1.801,2006-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2007,Kilograms,1.959,2007-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2008,Kilograms,1.838,2008-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2009,Kilograms,1.476,2009-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2010,Kilograms,1.532,2010-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2011,Kilograms,1.449,2011-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2012,Kilograms,1.529,2012-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2013,Kilograms,1.525,2013-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2014,Kilograms,1.741,2014-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2015,Kilograms,1.733,2015-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2016,Kilograms,1.544,2016-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2017,Kilograms,1.891,2017-01-01
ISL,Iceland,Balance per hectare,Phosphorus,2018,Kilograms,1.755,2018-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1990,Tonnes,1573744.593,1990-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1991,Tonnes,1528669.817,1991-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1992,Tonnes,1525739.858,1992-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1993,Tonnes,1557046.673,1993-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1994,Tonnes,1520330.721,1994-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1995,Tonnes,1456878.566,1995-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1996,Tonnes,1418534.852,1996-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1997,Tonnes,1429453.106,1997-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1998,Tonnes,1421353.29,1998-01-01
JPN,Japan,Nutrient inputs,Nitrogen,1999,Tonnes,1411194.375,1999-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2000,Tonnes,1410812.542,2000-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2001,Tonnes,1378898.892,2001-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2002,Tonnes,1371135.769,2002-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2003,Tonnes,1378680.466,2003-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2004,Tonnes,1350746.394,2004-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2005,Tonnes,1344469.456,2005-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2006,Tonnes,1336458.555,2006-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2007,Tonnes,1404836.691,2007-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2008,Tonnes,1250668.141,2008-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2009,Tonnes,1222263.483,2009-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2010,Tonnes,1302855.435,2010-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2011,Tonnes,1277827.007,2011-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2012,Tonnes,1284086.377,2012-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2013,Tonnes,1300328.949,2013-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2014,Tonnes,1288752.511,2014-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2015,Tonnes,1273176.887,2015-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2016,Tonnes,1280945.196,2016-01-01
JPN,Japan,Nutrient inputs,Nitrogen,2017,Tonnes,1285209.147,2017-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1990,Tonnes,14856.371,1990-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1991,Tonnes,14138.929,1991-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1992,Tonnes,13693.422,1992-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1993,Tonnes,14560.401,1993-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1994,Tonnes,13828.721,1994-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1995,Tonnes,14396.469,1995-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1996,Tonnes,14253.96,1996-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1997,Tonnes,14072.387,1997-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1998,Tonnes,15229.954,1998-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,1999,Tonnes,15904.624,1999-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2000,Tonnes,15167.661,2000-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2001,Tonnes,14452.039,2001-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2002,Tonnes,13414.193,2002-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2003,Tonnes,12155.561,2003-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2004,Tonnes,12682.561,2004-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2005,Tonnes,12086.817,2005-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2006,Tonnes,14841.07,2006-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2007,Tonnes,16705.474,2007-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2008,Tonnes,18108.686,2008-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2009,Tonnes,14965.304,2009-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2010,Tonnes,12126.32,2010-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2011,Tonnes,11827.572,2011-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2012,Tonnes,13494.501,2012-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2013,Tonnes,13163.32,2013-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2014,Tonnes,14124.323,2014-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2015,Tonnes,13400.643,2015-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2016,Tonnes,11472.924,2016-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2017,Tonnes,12198.266,2017-01-01
ISL,Iceland,Balance (inputs minus outputs),Nitrogen,2018,Tonnes,12320.235,2018-01-01
CAN,Canada,Balance per hectare,Phosphorus,1990,Kilograms,0.658,1990-01-01
CAN,Canada,Balance per hectare,Phosphorus,1991,Kilograms,0.701,1991-01-01
CAN,Canada,Balance per hectare,Phosphorus,1992,Kilograms,1.419,1992-01-01
CAN,Canada,Balance per hectare,Phosphorus,1993,Kilograms,1.365,1993-01-01
CAN,Canada,Balance per hectare,Phosphorus,1994,Kilograms,0.992,1994-01-01
CAN,Canada,Balance per hectare,Phosphorus,1995,Kilograms,1.605,1995-01-01
CAN,Canada,Balance per hectare,Phosphorus,1996,Kilograms,1.362,1996-01-01
CAN,Canada,Balance per hectare,Phosphorus,1997,Kilograms,2.308,1997-01-01
CAN,Canada,Balance per hectare,Phosphorus,1998,Kilograms,1.446,1998-01-01
CAN,Canada,Balance per hectare,Phosphorus,1999,Kilograms,1.216,1999-01-01
CAN,Canada,Balance per hectare,Phosphorus,2000,Kilograms,1.539,2000-01-01
CAN,Canada,Balance per hectare,Phosphorus,2001,Kilograms,2.86,2001-01-01
CAN,Canada,Balance per hectare,Phosphorus,2002,Kilograms,2.969,2002-01-01
CAN,Canada,Balance per hectare,Phosphorus,2003,Kilograms,1.813,2003-01-01
CAN,Canada,Balance per hectare,Phosphorus,2004,Kilograms,1.629,2004-01-01
CAN,Canada,Balance per hectare,Phosphorus,2005,Kilograms,0.922,2005-01-01
CAN,Canada,Balance per hectare,Phosphorus,2006,Kilograms,-0.349,2006-01-01
CAN,Canada,Balance per hectare,Phosphorus,2007,Kilograms,0.963,2007-01-01
CAN,Canada,Balance per hectare,Phosphorus,2008,Kilograms,-0.282,2008-01-01
CAN,Canada,Balance per hectare,Phosphorus,2009,Kilograms,-0.191,2009-01-01
CAN,Canada,Balance per hectare,Phosphorus,2010,Kilograms,-0.462,2010-01-01
CAN,Canada,Balance per hectare,Phosphorus,2011,Kilograms,0.147,2011-01-01
CAN,Canada,Balance per hectare,Phosphorus,2012,Kilograms,0.009,2012-01-01
CAN,Canada,Balance per hectare,Phosphorus,2013,Kilograms,-1.434,2013-01-01
CAN,Canada,Balance per hectare,Phosphorus,2014,Kilograms,0.007,2014-01-01
CAN,Canada,Balance per hectare,Phosphorus,2015,Kilograms,0.192,2015-01-01
CAN,Canada,Balance per hectare,Phosphorus,2016,Kilograms,-0.197,2016-01-01
CAN,Canada,Balance per hectare,Phosphorus,2017,Kilograms,-0.574,2017-01-01
CAN,Canada,Balance per hectare,Phosphorus,2018,Kilograms,0.61,2018-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1990,Tonnes,387166.025,1990-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1991,Tonnes,539761.435,1991-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1992,Tonnes,829080.716,1992-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1993,Tonnes,834674.93,1993-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1994,Tonnes,812496.364,1994-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1995,Tonnes,1066947.627,1995-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1996,Tonnes,1049723.576,1996-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1997,Tonnes,1505904.634,1997-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1998,Tonnes,1265589.613,1998-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,1999,Tonnes,1258449.206,1999-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2000,Tonnes,1519772.797,2000-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2001,Tonnes,2076177.201,2001-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2002,Tonnes,2004811.99,2002-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2003,Tonnes,1746436.568,2003-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2004,Tonnes,1600234.219,2004-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2005,Tonnes,1396545.135,2005-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2006,Tonnes,1163464.503,2006-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2007,Tonnes,1704380.561,2007-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2008,Tonnes,1357102.558,2008-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2009,Tonnes,1656454.81,2009-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2010,Tonnes,1465306.122,2010-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2011,Tonnes,1496528.861,2011-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2012,Tonnes,1682309.95,2012-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2013,Tonnes,1300197.318,2013-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2014,Tonnes,1701728.201,2014-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2015,Tonnes,1795701.151,2015-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2016,Tonnes,1486733.136,2016-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2017,Tonnes,1382467.203,2017-01-01
CAN,Canada,Balance (inputs minus outputs),Nitrogen,2018,Tonnes,1616607.629,2018-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1990,Tonnes,743540.304,1990-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1991,Tonnes,744111.29,1991-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1992,Tonnes,698366.37,1992-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1993,Tonnes,714262.539,1993-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1994,Tonnes,736559.219,1994-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1995,Tonnes,657208.707,1995-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1996,Tonnes,701531.507,1996-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1997,Tonnes,692496.19,1997-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1998,Tonnes,706972.742,1998-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,1999,Tonnes,711851.105,1999-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2000,Tonnes,717557.504,2000-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2001,Tonnes,750709.843,2001-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2002,Tonnes,745738.156,2002-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2003,Tonnes,753156.996,2003-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2004,Tonnes,782550.134,2004-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2005,Tonnes,795024.037,2005-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2006,Tonnes,806598.251,2006-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2007,Tonnes,773186.06,2007-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2008,Tonnes,734963.979,2008-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2009,Tonnes,785440.404,2009-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2010,Tonnes,803114.096,2010-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2011,Tonnes,798173.894,2011-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2012,Tonnes,797486.795,2012-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2013,Tonnes,826445.504,2013-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2014,Tonnes,837385.987,2014-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2015,Tonnes,863444.878,2015-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2016,Tonnes,890263.734,2016-01-01
MEX,Mexico,Nutrient inputs,Phosphorus,2017,Tonnes,907685.546,2017-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1990,Tonnes,329799.189,1990-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1991,Tonnes,364173.498,1991-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1992,Tonnes,385857.607,1992-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1993,Tonnes,432304.222,1993-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1994,Tonnes,290543.821,1994-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1995,Tonnes,333601.44,1995-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1996,Tonnes,319942.416,1996-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1997,Tonnes,316883.998,1997-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1998,Tonnes,342866.109,1998-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,1999,Tonnes,342107.133,1999-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2000,Tonnes,308385.307,2000-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2001,Tonnes,234956.458,2001-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2002,Tonnes,207098.474,2002-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2003,Tonnes,250468.094,2003-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2004,Tonnes,249919.691,2004-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2005,Tonnes,254572.497,2005-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2006,Tonnes,265100.432,2006-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2007,Tonnes,245705.055,2007-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2008,Tonnes,147987.555,2008-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2009,Tonnes,230926.817,2009-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2010,Tonnes,177598.516,2010-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2011,Tonnes,173380.758,2011-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2012,Tonnes,228370.863,2012-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2013,Tonnes,261203.839,2013-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2014,Tonnes,259841.443,2014-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2015,Tonnes,240287.197,2015-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2016,Tonnes,336438.845,2016-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2017,Tonnes,342009.261,2017-01-01
TUR,Turkey,Balance (inputs minus outputs),Phosphorus,2018,Tonnes,265659.611,2018-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1990,Tonnes,13079857.484,1990-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1991,Tonnes,13131355.773,1991-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1992,Tonnes,13065474.189,1992-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1993,Tonnes,12962360.932,1993-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1994,Tonnes,13227690.295,1994-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1995,Tonnes,12987222.637,1995-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1996,Tonnes,13026820.309,1996-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1997,Tonnes,13374730.491,1997-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1998,Tonnes,13431613.575,1998-01-01
AUS,Australia,Nutrient inputs,Nitrogen,1999,Tonnes,13271204.109,1999-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2000,Tonnes,13228175.568,2000-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2001,Tonnes,13195831.801,2001-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2002,Tonnes,12927715.123,2002-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2003,Tonnes,12477689.993,2003-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2004,Tonnes,12654004.931,2004-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2005,Tonnes,12633137.831,2005-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2006,Tonnes,12348801.712,2006-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2007,Tonnes,12044420.07,2007-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2008,Tonnes,11487551.859,2008-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2009,Tonnes,11357666.431,2009-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2010,Tonnes,11247968.46,2010-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2011,Tonnes,11372993.157,2011-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2012,Tonnes,11812096.935,2012-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2013,Tonnes,11903645.156,2013-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2014,Tonnes,11876683.448,2014-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2015,Tonnes,11641228.093,2015-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2016,Tonnes,11298892.205,2016-01-01
AUS,Australia,Nutrient inputs,Nitrogen,2017,Tonnes,11805785.818,2017-01-01
USA,United States,Balance per hectare,Phosphorus,1990,Kilograms,3.191,1990-01-01
USA,United States,Balance per hectare,Phosphorus,1991,Kilograms,3.345,1991-01-01
USA,United States,Balance per hectare,Phosphorus,1992,Kilograms,2.89,1992-01-01
USA,United States,Balance per hectare,Phosphorus,1993,Kilograms,4.001,1993-01-01
USA,United States,Balance per hectare,Phosphorus,1994,Kilograms,3.261,1994-01-01
USA,United States,Balance per hectare,Phosphorus,1995,Kilograms,3.988,1995-01-01
USA,United States,Balance per hectare,Phosphorus,1996,Kilograms,3.723,1996-01-01
USA,United States,Balance per hectare,Phosphorus,1997,Kilograms,3.603,1997-01-01
USA,United States,Balance per hectare,Phosphorus,1998,Kilograms,3.531,1998-01-01
USA,United States,Balance per hectare,Phosphorus,1999,Kilograms,3.289,1999-01-01
USA,United States,Balance per hectare,Phosphorus,2000,Kilograms,3.246,2000-01-01
USA,United States,Balance per hectare,Phosphorus,2001,Kilograms,3.316,2001-01-01
USA,United States,Balance per hectare,Phosphorus,2002,Kilograms,4.066,2002-01-01
USA,United States,Balance per hectare,Phosphorus,2003,Kilograms,3.277,2003-01-01
USA,United States,Balance per hectare,Phosphorus,2004,Kilograms,3.32,2004-01-01
USA,United States,Balance per hectare,Phosphorus,2005,Kilograms,3.374,2005-01-01
USA,United States,Balance per hectare,Phosphorus,2006,Kilograms,3.471,2006-01-01
USA,United States,Balance per hectare,Phosphorus,2007,Kilograms,3.28,2007-01-01
USA,United States,Balance per hectare,Phosphorus,2008,Kilograms,2.914,2008-01-01
USA,United States,Balance per hectare,Phosphorus,2009,Kilograms,1.359,2009-01-01
USA,United States,Balance per hectare,Phosphorus,2010,Kilograms,2.603,2010-01-01
USA,United States,Balance per hectare,Phosphorus,2011,Kilograms,2.989,2011-01-01
USA,United States,Balance per hectare,Phosphorus,2012,Kilograms,3.0,2012-01-01
USA,United States,Balance per hectare,Phosphorus,2013,Kilograms,2.692,2013-01-01
USA,United States,Balance per hectare,Phosphorus,2014,Kilograms,2.29,2014-01-01
USA,United States,Balance per hectare,Phosphorus,2015,Kilograms,2.67,2015-01-01
USA,United States,Balance per hectare,Phosphorus,2016,Kilograms,2.251,2016-01-01
USA,United States,Balance per hectare,Phosphorus,2017,Kilograms,2.776,2017-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1990,Tonnes,3021652.461,1990-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1991,Tonnes,3052490.397,1991-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1992,Tonnes,3179745.714,1992-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1993,Tonnes,3296455.283,1993-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1994,Tonnes,3464904.065,1994-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1995,Tonnes,3553004.317,1995-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1996,Tonnes,3714463.837,1996-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1997,Tonnes,3906036.932,1997-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1998,Tonnes,3937346.158,1998-01-01
CAN,Canada,Nutrient inputs,Nitrogen,1999,Tonnes,3945715.995,1999-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2000,Tonnes,4135169.817,2000-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2001,Tonnes,4169605.288,2001-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2002,Tonnes,4024745.671,2002-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2003,Tonnes,4201101.564,2003-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2004,Tonnes,4302227.224,2004-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2005,Tonnes,4227002.688,2005-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2006,Tonnes,4224701.802,2006-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2007,Tonnes,4440366.534,2007-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2008,Tonnes,4542887.247,2008-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2009,Tonnes,4499684.323,2009-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2010,Tonnes,4530817.254,2010-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2011,Tonnes,4519124.843,2011-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2012,Tonnes,4906778.644,2012-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2013,Tonnes,5104013.933,2013-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2014,Tonnes,5128840.03,2014-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2015,Tonnes,5237786.356,2015-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2016,Tonnes,5273635.726,2016-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2017,Tonnes,5188730.415,2017-01-01
CAN,Canada,Nutrient inputs,Nitrogen,2018,Tonnes,5296598.334,2018-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1990,Tonnes,62752.254,1990-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1991,Tonnes,87266.163,1991-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1992,Tonnes,109314.902,1992-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1993,Tonnes,137214.622,1993-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1994,Tonnes,137528.016,1994-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1995,Tonnes,138292.599,1995-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1996,Tonnes,136526.43,1996-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1997,Tonnes,133670.522,1997-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1998,Tonnes,133890.95,1998-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,1999,Tonnes,144236.178,1999-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,2000,Tonnes,167093.038,2000-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,2001,Tonnes,177421.495,2001-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,2002,Tonnes,116390.289,2002-01-01
NZL,New Zealand,Balance (inputs minus outputs),Phosphorus,2003,Tonnes,121299.728,2003-01-01
