iso,country,indicator,nutrients,time,unit,value,datetime
DEU,Germany,Nutrient inputs,Phosphorus,1998,Tonnes,449241.0,1998-01-01
DEU,Germany,Nutrient inputs,Phosphorus,1999,Tonnes,443120.0,1999-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2000,Tonnes,448785.0,2000-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2001,Tonnes,418328.0,2001-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2002,Tonnes,404774.0,2002-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2003,Tonnes,413007.0,2003-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2004,Tonnes,391780.0,2004-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2005,Tonnes,400043.0,2005-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2006,Tonnes,382295.0,2006-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2007,Tonnes,379046.0,2007-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2008,Tonnes,403049.0,2008-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2009,Tonnes,341241.0,2009-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2010,Tonnes,362245.0,2010-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2011,Tonnes,380893.0,2011-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2012,Tonnes,365012.0,2012-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2013,Tonnes,385768.0,2013-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2014,Tonnes,388400.0,2014-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2015,Tonnes,389399.0,2015-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2016,Tonnes,350745.0,2016-01-01
DEU,Germany,Nutrient inputs,Phosphorus,2017,Tonnes,326438.0,2017-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1990,Tonnes,2070123.0,1990-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1991,Tonnes,2030338.0,1991-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1992,Tonnes,1870558.0,1992-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1993,Tonnes,2010233.0,1993-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1994,Tonnes,1947269.0,1994-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1995,Tonnes,2006390.0,1995-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1996,Tonnes,2034846.0,1996-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1997,Tonnes,2124967.0,1997-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1998,Tonnes,2158867.0,1998-01-01
DEU,Germany,Nutrient outputs,Nitrogen,1999,Tonnes,2139933.0,1999-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2000,Tonnes,2149125.0,2000-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2001,Tonnes,2216472.0,2001-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2002,Tonnes,2090503.0,2002-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2003,Tonnes,1775081.0,2003-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2004,Tonnes,2288274.0,2004-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2005,Tonnes,2208570.0,2005-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2006,Tonnes,2065255.0,2006-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2007,Tonnes,2141952.0,2007-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2008,Tonnes,2272130.0,2008-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2009,Tonnes,2326796.0,2009-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2010,Tonnes,2125260.0,2010-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2011,Tonnes,2149464.0,2011-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2012,Tonnes,2241011.0,2012-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2013,Tonnes,2208781.0,2013-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2014,Tonnes,2471996.0,2014-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2015,Tonnes,2350145.0,2015-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2016,Tonnes,2271460.0,2016-01-01
DEU,Germany,Nutrient outputs,Nitrogen,2017,Tonnes,2346044.0,2017-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1990,Tonnes,373647.0,1990-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1991,Tonnes,370146.0,1991-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1992,Tonnes,339862.0,1992-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1993,Tonnes,365442.0,1993-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1994,Tonnes,354371.0,1994-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1995,Tonnes,365772.0,1995-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1996,Tonnes,370041.0,1996-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1997,Tonnes,388655.0,1997-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1998,Tonnes,393995.0,1998-01-01
DEU,Germany,Nutrient outputs,Phosphorus,1999,Tonnes,394016.0,1999-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2000,Tonnes,387185.0,2000-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2001,Tonnes,401109.0,2001-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2002,Tonnes,376472.0,2002-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2003,Tonnes,322474.0,2003-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2004,Tonnes,415031.0,2004-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2005,Tonnes,398143.0,2005-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2006,Tonnes,373784.0,2006-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2007,Tonnes,386927.0,2007-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2008,Tonnes,412111.0,2008-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2009,Tonnes,423800.0,2009-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2010,Tonnes,385544.0,2010-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2011,Tonnes,387458.0,2011-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2012,Tonnes,408621.0,2012-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2013,Tonnes,402316.0,2013-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2014,Tonnes,449581.0,2014-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2015,Tonnes,422601.0,2015-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2016,Tonnes,399994.0,2016-01-01
DEU,Germany,Nutrient outputs,Phosphorus,2017,Tonnes,409680.0,2017-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1990,Tonnes,2483891.0,1990-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1991,Tonnes,2010874.0,1991-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1992,Tonnes,1934830.0,1992-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1993,Tonnes,1781799.0,1993-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1994,Tonnes,1765618.0,1994-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1995,Tonnes,1885556.0,1995-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1996,Tonnes,1836328.0,1996-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1997,Tonnes,1708492.0,1997-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1998,Tonnes,1684923.0,1998-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,1999,Tonnes,1755035.0,1999-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2000,Tonnes,1876323.0,2000-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2001,Tonnes,1660636.0,2001-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2002,Tonnes,1708093.0,2002-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2003,Tonnes,1932854.0,2003-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2004,Tonnes,1437510.0,2004-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2005,Tonnes,1450168.0,2005-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2006,Tonnes,1594992.0,2006-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2007,Tonnes,1338335.0,2007-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2008,Tonnes,1414541.0,2008-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2009,Tonnes,1103586.0,2009-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2010,Tonnes,1295503.0,2010-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2011,Tonnes,1479153.0,2011-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2012,Tonnes,1249537.0,2012-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2013,Tonnes,1316610.0,2013-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2014,Tonnes,1101380.0,2014-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2015,Tonnes,1366348.0,2015-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2016,Tonnes,1129885.0,2016-01-01
DEU,Germany,Balance (inputs minus outputs),Nitrogen,2017,Tonnes,1041471.0,2017-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1990,Tonnes,331292.0,1990-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1991,Tonnes,139200.0,1991-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1992,Tonnes,128440.0,1992-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1993,Tonnes,84577.0,1993-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1994,Tonnes,100723.0,1994-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1995,Tonnes,104432.0,1995-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1996,Tonnes,79351.0,1996-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1997,Tonnes,62447.0,1997-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1998,Tonnes,55245.0,1998-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,1999,Tonnes,49104.0,1999-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2000,Tonnes,61600.0,2000-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2001,Tonnes,17219.0,2001-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2002,Tonnes,28302.0,2002-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2003,Tonnes,90534.0,2003-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2004,Tonnes,-23251.0,2004-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2005,Tonnes,1899.0,2005-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2006,Tonnes,8511.0,2006-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2007,Tonnes,-7881.0,2007-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2008,Tonnes,-9061.0,2008-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2009,Tonnes,-82559.0,2009-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2010,Tonnes,-23299.0,2010-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2011,Tonnes,-6564.0,2011-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2012,Tonnes,-43610.0,2012-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2013,Tonnes,-16548.0,2013-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2014,Tonnes,-61182.0,2014-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2015,Tonnes,-33202.0,2015-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2016,Tonnes,-49250.0,2016-01-01
DEU,Germany,Balance (inputs minus outputs),Phosphorus,2017,Tonnes,-83242.0,2017-01-01
DEU,Germany,Balance per hectare,Nitrogen,1990,Kilograms,139.0,1990-01-01
DEU,Germany,Balance per hectare,Nitrogen,1991,Kilograms,118.0,1991-01-01
DEU,Germany,Balance per hectare,Nitrogen,1992,Kilograms,114.0,1992-01-01
DEU,Germany,Balance per hectare,Nitrogen,1993,Kilograms,104.0,1993-01-01
DEU,Germany,Balance per hectare,Nitrogen,1994,Kilograms,102.0,1994-01-01
DEU,Germany,Balance per hectare,Nitrogen,1995,Kilograms,109.0,1995-01-01
DEU,Germany,Balance per hectare,Nitrogen,1996,Kilograms,106.0,1996-01-01
DEU,Germany,Balance per hectare,Nitrogen,1997,Kilograms,99.0,1997-01-01
DEU,Germany,Balance per hectare,Nitrogen,1998,Kilograms,97.0,1998-01-01
DEU,Germany,Balance per hectare,Nitrogen,1999,Kilograms,102.0,1999-01-01
DEU,Germany,Balance per hectare,Nitrogen,2000,Kilograms,110.0,2000-01-01
DEU,Germany,Balance per hectare,Nitrogen,2001,Kilograms,98.0,2001-01-01
DEU,Germany,Balance per hectare,Nitrogen,2002,Kilograms,101.0,2002-01-01
DEU,Germany,Balance per hectare,Nitrogen,2003,Kilograms,114.0,2003-01-01
DEU,Germany,Balance per hectare,Nitrogen,2004,Kilograms,85.0,2004-01-01
DEU,Germany,Balance per hectare,Nitrogen,2005,Kilograms,85.0,2005-01-01
DEU,Germany,Balance per hectare,Nitrogen,2006,Kilograms,94.0,2006-01-01
DEU,Germany,Balance per hectare,Nitrogen,2007,Kilograms,79.0,2007-01-01
DEU,Germany,Balance per hectare,Nitrogen,2008,Kilograms,84.0,2008-01-01
DEU,Germany,Balance per hectare,Nitrogen,2009,Kilograms,65.0,2009-01-01
DEU,Germany,Balance per hectare,Nitrogen,2010,Kilograms,78.0,2010-01-01
DEU,Germany,Balance per hectare,Nitrogen,2011,Kilograms,89.0,2011-01-01
DEU,Germany,Balance per hectare,Nitrogen,2012,Kilograms,75.0,2012-01-01
DEU,Germany,Balance per hectare,Nitrogen,2013,Kilograms,79.0,2013-01-01
DEU,Germany,Balance per hectare,Nitrogen,2014,Kilograms,66.0,2014-01-01
DEU,Germany,Balance per hectare,Nitrogen,2015,Kilograms,82.0,2015-01-01
DEU,Germany,Balance per hectare,Nitrogen,2016,Kilograms,68.0,2016-01-01
DEU,Germany,Balance per hectare,Nitrogen,2017,Kilograms,62.0,2017-01-01
DEU,Germany,Balance per hectare,Phosphorus,1990,Kilograms,19.0,1990-01-01
DEU,Germany,Balance per hectare,Phosphorus,1991,Kilograms,8.0,1991-01-01
DEU,Germany,Balance per hectare,Phosphorus,1992,Kilograms,8.0,1992-01-01
DEU,Germany,Balance per hectare,Phosphorus,1993,Kilograms,5.0,1993-01-01
DEU,Germany,Balance per hectare,Phosphorus,1994,Kilograms,6.0,1994-01-01
DEU,Germany,Balance per hectare,Phosphorus,1995,Kilograms,6.0,1995-01-01
DEU,Germany,Balance per hectare,Phosphorus,1996,Kilograms,5.0,1996-01-01
DEU,Germany,Balance per hectare,Phosphorus,1997,Kilograms,4.0,1997-01-01
DEU,Germany,Balance per hectare,Phosphorus,1998,Kilograms,3.0,1998-01-01
DEU,Germany,Balance per hectare,Phosphorus,1999,Kilograms,3.0,1999-01-01
DEU,Germany,Balance per hectare,Phosphorus,2000,Kilograms,4.0,2000-01-01
DEU,Germany,Balance per hectare,Phosphorus,2001,Kilograms,1.0,2001-01-01
DEU,Germany,Balance per hectare,Phosphorus,2002,Kilograms,2.0,2002-01-01
DEU,Germany,Balance per hectare,Phosphorus,2003,Kilograms,5.0,2003-01-01
DEU,Germany,Balance per hectare,Phosphorus,2004,Kilograms,-1.0,2004-01-01
DEU,Germany,Balance per hectare,Phosphorus,2005,Kilograms,0.0,2005-01-01
DEU,Germany,Balance per hectare,Phosphorus,2006,Kilograms,1.0,2006-01-01
DEU,Germany,Balance per hectare,Phosphorus,2007,Kilograms,-1.0,2007-01-01
DEU,Germany,Balance per hectare,Phosphorus,2008,Kilograms,-1.0,2008-01-01
DEU,Germany,Balance per hectare,Phosphorus,2009,Kilograms,-5.0,2009-01-01
DEU,Germany,Balance per hectare,Phosphorus,2010,Kilograms,-1.0,2010-01-01
DEU,Germany,Balance per hectare,Phosphorus,2011,Kilograms,0.0,2011-01-01
DEU,Germany,Balance per hectare,Phosphorus,2012,Kilograms,-3.0,2012-01-01
DEU,Germany,Balance per hectare,Phosphorus,2013,Kilograms,-1.0,2013-01-01
DEU,Germany,Balance per hectare,Phosphorus,2014,Kilograms,-4.0,2014-01-01
DEU,Germany,Balance per hectare,Phosphorus,2015,Kilograms,-2.0,2015-01-01
DEU,Germany,Balance per hectare,Phosphorus,2016,Kilograms,-3.0,2016-01-01
DEU,Germany,Balance per hectare,Phosphorus,2017,Kilograms,-5.0,2017-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1990,Tonnes,764202.0,1990-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1991,Tonnes,748130.0,1991-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1992,Tonnes,728028.0,1992-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1993,Tonnes,642858.0,1993-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1994,Tonnes,623200.0,1994-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1995,Tonnes,656489.0,1995-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1996,Tonnes,667554.0,1996-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1997,Tonnes,649011.0,1997-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1998,Tonnes,650371.0,1998-01-01
GRC,Greece,Nutrient inputs,Nitrogen,1999,Tonnes,639008.0,1999-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2000,Tonnes,609757.0,2000-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2001,Tonnes,602829.0,2001-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2002,Tonnes,599240.0,2002-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2003,Tonnes,588092.0,2003-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2004,Tonnes,592005.0,2004-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2005,Tonnes,562043.0,2005-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2006,Tonnes,545804.0,2006-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2007,Tonnes,567660.0,2007-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2008,Tonnes,531448.0,2008-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2009,Tonnes,515461.0,2009-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2010,Tonnes,548925.0,2010-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2011,Tonnes,522399.0,2011-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2012,Tonnes,516056.0,2012-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2013,Tonnes,522424.0,2013-01-01
GRC,Greece,Nutrient inputs,Nitrogen,2014,Tonnes,520372.0,2014-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1990,Tonnes,122201.0,1990-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1991,Tonnes,117164.0,1991-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1992,Tonnes,120661.0,1992-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1993,Tonnes,97520.0,1993-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1994,Tonnes,96735.0,1994-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1995,Tonnes,101582.0,1995-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1996,Tonnes,105565.0,1996-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1997,Tonnes,100688.0,1997-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1998,Tonnes,98495.0,1998-01-01
GRC,Greece,Nutrient inputs,Phosphorus,1999,Tonnes,95048.0,1999-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2000,Tonnes,91548.0,2000-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2001,Tonnes,90812.0,2001-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2002,Tonnes,89074.0,2002-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2003,Tonnes,89296.0,2003-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2004,Tonnes,85123.0,2004-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2005,Tonnes,78940.0,2005-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2006,Tonnes,76929.0,2006-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2007,Tonnes,73812.0,2007-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2008,Tonnes,67995.0,2008-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2009,Tonnes,73908.0,2009-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2010,Tonnes,70101.0,2010-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2011,Tonnes,63765.0,2011-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2012,Tonnes,64793.0,2012-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2013,Tonnes,66507.0,2013-01-01
GRC,Greece,Nutrient inputs,Phosphorus,2014,Tonnes,65415.0,2014-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1990,Tonnes,213774.0,1990-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1991,Tonnes,275253.0,1991-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1992,Tonnes,251435.0,1992-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1993,Tonnes,226238.0,1993-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1994,Tonnes,251169.0,1994-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1995,Tonnes,233551.0,1995-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1996,Tonnes,231391.0,1996-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1997,Tonnes,239367.0,1997-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1998,Tonnes,232879.0,1998-01-01
GRC,Greece,Nutrient outputs,Nitrogen,1999,Tonnes,231720.0,1999-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2000,Tonnes,224016.0,2000-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2001,Tonnes,216476.0,2001-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2002,Tonnes,201875.0,2002-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2003,Tonnes,192381.0,2003-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2004,Tonnes,213805.0,2004-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2005,Tonnes,213091.0,2005-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2006,Tonnes,184067.0,2006-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2007,Tonnes,176707.0,2007-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2008,Tonnes,202398.0,2008-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2009,Tonnes,205028.0,2009-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2010,Tonnes,207595.0,2010-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2011,Tonnes,234063.0,2011-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2012,Tonnes,233125.0,2012-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2013,Tonnes,220645.0,2013-01-01
GRC,Greece,Nutrient outputs,Nitrogen,2014,Tonnes,219932.0,2014-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1990,Tonnes,64005.0,1990-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1991,Tonnes,75193.0,1991-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1992,Tonnes,70673.0,1992-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1993,Tonnes,66438.0,1993-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1994,Tonnes,71739.0,1994-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1995,Tonnes,68074.0,1995-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1996,Tonnes,67639.0,1996-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1997,Tonnes,69242.0,1997-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1998,Tonnes,67985.0,1998-01-01
GRC,Greece,Nutrient outputs,Phosphorus,1999,Tonnes,67823.0,1999-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2000,Tonnes,69320.0,2000-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2001,Tonnes,64602.0,2001-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2002,Tonnes,61732.0,2002-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2003,Tonnes,56481.0,2003-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2004,Tonnes,67288.0,2004-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2005,Tonnes,66482.0,2005-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2006,Tonnes,57719.0,2006-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2007,Tonnes,54108.0,2007-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2008,Tonnes,59339.0,2008-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2009,Tonnes,60051.0,2009-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2010,Tonnes,61131.0,2010-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2011,Tonnes,67223.0,2011-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2012,Tonnes,70535.0,2012-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2013,Tonnes,53876.0,2013-01-01
GRC,Greece,Nutrient outputs,Phosphorus,2014,Tonnes,63938.0,2014-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1990,Tonnes,550428.0,1990-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1991,Tonnes,472877.0,1991-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1992,Tonnes,476593.0,1992-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1993,Tonnes,416621.0,1993-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1994,Tonnes,372031.0,1994-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1995,Tonnes,422938.0,1995-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1996,Tonnes,436164.0,1996-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1997,Tonnes,409644.0,1997-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1998,Tonnes,417492.0,1998-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,1999,Tonnes,407289.0,1999-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2000,Tonnes,385741.0,2000-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2001,Tonnes,386353.0,2001-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2002,Tonnes,397365.0,2002-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2003,Tonnes,395711.0,2003-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2004,Tonnes,378200.0,2004-01-01
GRC,Greece,Balance (inputs minus outputs),Nitrogen,2005,Tonnes,348953.0,2005-01-01
